"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Mycological Progress","Microbiology","Springer Nature","For-profit associated with a society","Hybrid","German Mycological Society","Society/Association","Germany / UK","https://www.springer.com/journal/11557","2640","0.635","Q1 (Agricultural and Biological Sciences)","58","No","1861-8952","1617-416X"
"Mycopathologia","Health","Springer Nature","For-profit associated with a society","Hybrid","International Union of Microbiological Societies","Society/Association","Germany / UK","https://www.springer.com/journal/11046","2644","0.705","Q1 (Agronomy and Crop Science; Plant Science; Veterinary)","93","No","1573-0832","0301-486X"
"Mycosphere","Microbiology","Zhongkai University of Agriculture and Engineering","Non-profit","OA diamond","Zhongkai University of Agriculture and Engineering","University/Government","Thailand","https://www.mycosphere.org/","0","4.995","Q1 (Ecology, Evolution, Behavior and Systematics; Plant Science)","56","No","2077-7019","2077-7000"
"Myrmecological News","Zoology","Austrian Society of Entomofaunistics","Non-profit","OA","Austrian Society of Entomofaunistics","Society/Association","Austria","https://myrmecologicalnews.org/cms/","976","0.76","Q1 (Insect Science)","48","No","1997-3500","1994-4136"
"Mémoires du Muséum d'histoire naturelle","Genetics","Muséum national d'Histoire naturelle (MNHN)","Non-profit","Subscription","Museum National d'Histoire Naturelle","University/Government","France","https://sciencepress.mnhn.fr/fr/collections/memoires-du-museum-national-d-histoire-naturelle","","","","","No","1768-305X","1243-4442"
"Natural Areas Journal","Genetics","Natural Areas Association","Non-profit","Hybrid","Natural Areas Association","Non-profit","USA","https://naturalareas.org/submissions.php","","0.295","Q3 (Ecology; Nature and Landscape Conservation)","51","No","","0885-8608"
"Nature Ecology and Evolution","Generalist","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/natecolevol/","10898","4.671","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics)","159","No","2397-334X",""
"Nature Sciences Societes","Genetics","China Science Publishing & Media (EDP Sciences)","For-profit associated with a society","OA diamond","Association Natures Sciences Societes - Dialogues","Society/Association","China / France","https://www.nss-journal.org/fr/","0","","","","No","",""
"NeoBiota","Genetics","Pensoft Publishers","For-profit associated with a society","OA","Neobiota - the European Group on Biological Invasions","Society/Association","Bulgaria","https://neobiota.pensoft.net/","1403","0.839","Q1 (Animal Science and Zoology; Aquatic Science; Ecology; Ecology, Evolution, Behavior and Systematics; Insect Science; Plant Science)","46","No","1314-2488","1619-0033"
"Neotropical Helminthology","Zoology","Asociacion Peruana de Helmintologia e Invertebrados Afines","Non-profit","OA diamond","Asociacion Peruana de Helmintologia e Invertebrados Afines","Society/Association","Peru","https://www.neotropicalhelminthology.com/","0","","","","No","1995-1043","2218-6425"
"New Phytologist","Plants","John Wiley & Sons","For-profit associated with a society","Hybrid","New Phytologist Foundation","Non-profit","USA","https://nph.onlinelibrary.wiley.com/journal/14698137","5820","3.185","Q1 (Physiology; Plant Science)","347","No","1469-8137","0028-646X"
"New Zealand Journal of Ecology","Genetics","New Zealand Ecological Society","Non-profit","OA","New Zealand Ecological Society","Society/Association","New Zealand","https://newzealandecology.org/nzje","183","0.451","Q2 (Ecology; Ecology, Evolution, Behavior and Systematics)","60","No","1177-7788","0110-6465"
"News of the Lepidopterists Society","Zoology","The Lepidopterists' Society","Non-profit","OA diamond","The Lepidopterists' Society / Peabody Museum of Natural History","Society/Association","USA","https://images.peabody.yale.edu/lepsoc/nls/","0","","","","No","","0091-1348"
"Nordic Journal of Botany","Botany","John Wiley & Sons","For-profit associated with a society","Hybrid","Nordic Society Oikos","Society/Association","USA","https://onlinelibrary.wiley.com/journal/17561051","1742","0.342","Q3 (Ecology, Evolution, Behavior and Systematics; Plant Science)","45","PCI friendly","1756-1051","0107-055X"
"Nota Lepidopterologica","Zoology","Pensoft Publishers","For-profit associated with a society","OA","Societas Europaea Lepidopterologica","Society/Association","Bulgaria","https://nl.pensoft.net/","100","0.357","Q2 (Animal Science and Zoology)","20","No","2367-5365","0342-7536"
"Novitates Caribaea","Genetics","Museo Nacional de Historia Natural de Republica Dominicana","Non-profit","OA diamond","Museo Nacional de Historia Natural de Republica Dominicana","University/Government","Dominican Republic","https://novitatescaribaea.do/","0","","","","No","2079-0139","2071-9841"
"Oikos","Genetics","John Wiley & Sons","For-profit associated with a society","Hybrid","Nordic Society Oikos","Society/Association","USA","https://onlinelibrary.wiley.com/journal/16000706","2600","1.374","Q1 (Ecology, Evolution, Behavior and Systematics)","217","PCI friendly","1600-0706","0030-1299"
"One Health","Health","Elsevier","For-profit associated with a society","OA","International Federation for Tropical Medicine","Society/Association","Netherlands","https://www.sciencedirect.com/journal/one-health","2936","1.343","Q1 (Infectious Diseases; Public Health, Environmental and Occupational Health)","52","No","2352-7714","2352-7714"
"Organisms Diversity & Evolution","Genetics","Springer Nature","For-profit associated with a society","Hybrid","Gesellschaft fuer Biologische Systematik","Society/Association","Germany / UK","https://www.springer.com/journal/13127","2514","0.583","Q2 (Ecology, Evolution, Behavior and Systematics)","58","No","1618-1077","1439-6092"
"Ornis Fennica","Genetics","BirdLife Finland","Non-profit","OA diamond","BirdLife Finland","Non-profit","Finland","https://www.ornisfennica.org/","0","0.254","Q3 (Animal Science and Zoology)","37","No","","0030-5685"
"Ornithological Applications","Zoology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","American Ornithological Society","Society/Association","UK","https://academic.oup.com/condor/","","0.963","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","19","No","2732-4621",""
"Ornithological Science","Zoology","The Ornithological Society of Japan","Non-profit","Subscription","The Ornithological Society of Japan","Society/Association","Japan","https://ornithology.jp/en/publications.html","","0.206","Q4 (Animal Science and Zoology)","24","No","","1347-0558"
"Ornithology","Zoology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","American Ornithological Society","Society/Association","UK","https://academic.oup.com/auk","1444","0.565","Q1 (Animal Science and Zoology)","4","No","2732-4613",""
"PLoS Computational Biology","Theory","Public Library of Science (PLoS)","Non-profit","OA","Public Library of Sciences","Non-profit","USA","https://journals.plos.org/ploscompbiol/","2700","1.466","Q1 (Computational Theory and Mathematics; Ecology; Ecology, Evolution, Behavior and Systematics; Genetics; Modeling and Simulation; Molecular Biology)","237","No","1553-7358","1553-734X"
"PLoS Genetics","Genetics","Public Library of Science (PLoS)","Non-profit","OA","Public Library of Sciences","Non-profit","USA","https://journals.plos.org/plosgenetics/","3102","1.857","Q1 (Cancer Research; Ecology, Evolution, Behavior and Systematics; Genetics; Molecular Biology)","292","No","1553-7404","1553-7390"
"PLoS Neglected Tropical Diseases","Health","Public Library of Science (PLoS)","Non-profit","OA","Public Library of Sciences","Non-profit","USA","https://journals.plos.org/plosntds/","2901","1.29","Q1 (Infectious Diseases; Pharmacology, Toxicology and Pharmaceutics; Public Health, Environmental and Occupational Health)","182","No","1935-2735","1935-2727"
"PLoS Pathogens","Health","Public Library of Science (PLoS)","Non-profit","OA","Public Library of Sciences","Non-profit","USA","https://journals.plos.org/plospathogens/","2649","1.932","Q1 (Genetics; Immunology; Microbiology; Molecular Biology; Parasitology; Virology)","274","No","1553-7374","1553-7366"
"Paleobiology","Evolution","Cambridge University Press (CUP)","University Press","Hybrid","","","UK","https://www.cambridge.org/core/journals/paleobiology","2019","0.988","Q1 (Agricultural and Biological Sciences; Ecology; Ecology, Evolution, Behavior and Systematics; Paleontology)","110","No","1938-5331","0094-8373"
"Parasite","Health","China Science Publishing & Media (EDP Sciences)","For-profit associated with a society","OA","French Society of Parasitology","Society/Association","China / France","https://www.parasite-journal.org","1320","0.718","Q1 (Agricultural and Biological Sciences; Animal Science and Zoology; Insect Science; Parasitology; Veterinary)","62","No","1776-1042","1252-607X"
"Parasites Hosts and Diseases","Health","The Korean Society for Parasitology and Tropical Medicine","Non-profit","OA","The Korean Society for Parasitology and Tropical Medicine","Society/Association","Republic of Korea (South Korea)","https://www.parahostdis.org/authors/authors.php","","0.406","Q3 (Infectious Diseases; Parasitology)","54","No","2982-6799","2982-5164"
"Parasitology International","Health","Elsevier","For-profit associated with a society","OA","Japanese Society of Parasitology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/parasitology-international","2903","0.539","Q2 (Parasitology)","73","No","1873-0329","1383-5769"
"Pedosphere","Applied Ecology","Elsevier","For-profit associated with a society","Hybrid","Soil Science Society of China and the Institute of Soil Science / Chinese Academy of Sciences","Society/Association","Netherlands","https://www.sciencedirect.com/journal/pedosphere","2654","1.473","Q1 (Soil Science)","102","No","","1002-0160"
"People & Nature","Applied Ecology","John Wiley & Sons","For-profit associated with a society","OA","British Ecological Society","Society/Association","UK","https://besjournals.onlinelibrary.wiley.com/journal/25758314","1744","1.79","Q1 (Ecology, Evolution, Behavior and Systematics)","55","No","2575-8314","2575-8314"
"Personality and Individual Differences","Genetics","Elsevier","For-profit associated with a society","Hybrid","International Society for the Study of Individual Differences","Society/Association","Netherlands","https://www.journals.elsevier.com/personality-and-individual-differences","2910","1.189","Q1 (Psychology)","228","No","","0191-8869"
"Persoonia: Molecular Phylogeny and Evolution of Fungi","Fungi","Naturalis Biodiversity Center","Non-profit","OA diamond","Naturalis Biodiversity Center and the Westerdijk Fungal Biodiversity Institute","University/Government","Netherlands","https://www.persoonia.org/","0","2.63","Q1 (Ecology, Evolution, Behavior and Systematics; Plant Science)","96","No","1878-9080","0031-5850"
"Perspectives in Ecology and Conservation","Applied Ecology","Elsevier","For-profit associated with a society","OA diamond","Brazilian Association for Ecological Science and Conservation","Non-profit","Netherlands","https://www.sciencedirect.com/journal/perspectives-in-ecology-and-conservation","0","1.376","Q1 (Ecology; Management, Monitoring, Policy and Law; Nature and Landscape Conservation)","55","No","2530-0644",""
"Phycologia","Genetics","Taylor & Francis Group","For-profit associated with a society","Hybrid","International Phycological Society","Society/Association","UK","https://www.tandfonline.com/journals/uphy20","2650","0.46","Q2 (Aquatic Science; Plant Science)","81","No","2330-2968","0031-8884"
"Phytobiomes Journal","Genetics","American Physiological Society (APS)","Non-profit","Hybrid","The American Phytopathological Society","Society/Association","USA","https://apsjournals.apsnet.org/journal/pbiomes","2820","0.822","Q1 (Agronomy and Crop Science; Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)","36","No","2471-2906",""
"Plant Biology","Plants","John Wiley & Sons","For-profit associated with a society","Hybrid","German Society for Plant Sciences / Royal Botanical Society of the Netherlands","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14388677","2516","1.066","Q1 (Ecology, Evolution, Behavior and Systematics; Medicine; Plant Science)","121","No","1438-8677","1435-8603"
"Plant Biosystems","Plants","Taylor & Francis Group","For-profit associated with a society","Hybrid","Italian Botanical Society","Society/Association","UK","https://www.tandfonline.com/toc/tplb20/current","2320","0.474","Q2 (Ecology, Evolution, Behavior and Systematics; Plant Science)","68","No","1724-5575","1126-3504"
"Plant Direct","Plants","John Wiley & Sons","For-profit associated with a society","OA","American Society of Plant Biologists / Society for Experimental Biology","Society/Association","USA","https://onlinelibrary.wiley.com/journal/24754455","2138","0.849","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)","39","No","2475-4455","2475-4455"
"Plant Diversity","Plants","Elsevier","For-profit associated with a society","OA diamond","Kunming Institute of Botany, Chinese Academy of Sciences and Botanical Society of China","Society/Association","Netherlands","https://www.sciencedirect.com/journal/plant-diversity","0","1.422","Q1 (Ecology, Evolution, Behavior and Systematics; Plant Science)","46","No","2468-2659","2468-2659"
"Plant Ecology & Diversity","Plants","Taylor & Francis Group","For-profit associated with a society","Hybrid","Botanical Society of Scotand","Society/Association","UK","https://www.tandfonline.com/journals/tped20","1052","0.418","Q2 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)","49","No","1755-1668","1755-0874"
"Plant Ecology and Evolution","Plants","Meise Botanic Garden / Royal Botanical Society of Belgium","Non-profit","OA diamond","Meise Botanic Garden / Royal Botanical Society of Belgium","Society/Association","Belgium","https://plecevo.eu/","0","0.39","Q2 (Plant Science)","41","No","2032-3921","2032-3913"
"Plant Journal","Plants","John Wiley & Sons","For-profit associated with a society","Hybrid","Society for Experimental Biology","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1365313x","4747","2.14","Q1 (Cell Biology; Genetics; Plant Science)","341","No","1365-313X","0960-7412"
"Plant Sociology","Plants","Pensoft Publishers","For-profit associated with a society","OA","Societa Italiana di Scienza della Vegetazione","Society/Association","Bulgaria","https://plantsociology.arphahub.com/","305","0.502","Q2 (Ecology; Ecology, Evolution, Behavior and Systematics; Forestry; Plant Science)","31","No","2704-6192","2280-1855"
"Plants People Planet","Genetics","John Wiley & Sons","For-profit associated with a society","OA","New Phytologist Foundation","Non-profit","UK","https://nph.onlinelibrary.wiley.com/journal/25722611","2564","1.121","Q1 (Ecology, Evolution, Behavior and Systematics; Forestry; Horticulture; Plant Science)","41","No","2572-2611","2572-2611"
"Polish Journal of Ecology","Basic Ecology","Museum and Institute of Zoology / Polish Academy of Science","Non-profit","Subscription","Museum and Institute of Zoology / Polish Academy of Science","University/Government","Poland","https://bioone.org/journals/polish-journal-of-ecology","","0.14","Q4 (Ecology; Ecology, Evolution, Behavior and Systematics)","35","No","","1505-2249"
"Population Ecology","Genetics","John Wiley & Sons","For-profit associated with a society","Hybrid","Society of Population Ecology","Society/Association","USA","https://esj-journals.onlinelibrary.wiley.com/journal/1438390x","2500","0.449","Q2 (Ecology, Evolution, Behavior and Systematics)","71","No","1438-390X","1438-3896"
"Primate Conservation","Applied Ecology","Re:wild / the Margot Marsh Biodiversity Foundation","Non-profit","OA diamond","The Primate Specialist Group","Society/Association","USA","https://www.primate-sg.org/primate_conservation/","0","0.407","Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)","21","No","","0898-6207"
"Proceedings of the Royal Society A - Mathematical Physical and Engineering Sciences","Theory","The Royal Society","Non-profit","Hybrid","The Royal Society","Society/Association","UK","https://royalsocietypublishing.org/rspa","2759","0.735","Q1 (Engineering; Mathematics; Physics and Astronomy)","173","No","1471-2946","1364-5021"
"Raffles Bulletin of Zoology","Zoology","Lee Kong Chian Natural History Museum","Non-profit","OA diamond","Lee Kong Chian Natural History Museum","University/Government","Singapore","https://lkcnhm.nus.edu.sg/publications/raffles-bulletin-of-zoology/","0","0.429","Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","47","No","2345-7600","0217-2445"
"Records of the Australian Museum","Genetics","Australian Museum","Non-profit","OA diamond","Australian Museum","University/Government","Australia","https://australian.museum/learn/publications/records-of-the-australian-museum-journal/","0","0.398","Q1 (History; Museology)","25","No","2201-4349","0067-1975"
"Remote Sensing in Ecology and Conservation","Applied Ecology","John Wiley & Sons","For-profit associated with a society","OA","Zoological Society of London","Society/Association","UK","https://zslpublications.onlinelibrary.wiley.com/journal/20563485","3195","1.574","Q1 (Computers in Earth Sciences; Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)","51","No","2056-3485","2056-3485"
"Restoration Ecology","Applied Ecology","John Wiley & Sons","For-profit associated with a society","Hybrid","Society for Ecological Restoration","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1526100x","3007","1.102","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)","131","No","1526-100X","1061-2971"
"Revista de Biologia Tropical","Applied Ecology","Editorial de la Universidad de Costa Rica","University Press","OA","University of Costa Rica","University/Government","Costa Rica","https://revistas.ucr.ac.cr/index.php/rbt/about","997","0.263","Q3 (Agricultural and Biological Sciences)","52","No","2215-2075","0034-7744"
"Revista de la Sociedad Entomologica Argentina","Zoology","Sociedad Entomologica Argentina","Non-profit","OA diamond","Sociedad Entomologica Argentina","Non-profit","Argentina","https://www.biotaxa.org/RSEA","0","0.245","Q3 (Ecology; Ecology, Evolution, Behavior and Systematics; Insect Science)","9","No","1851-7471","0373-5680"
"Revue Suisse de Zoologie","Zoology","Muséum d'Histoire Naturelle de Genève","Non-profit","OA","Muséum d'Histoire Naturelle de Genève","Society/Association","Switzerland","https://bioone.org/journals/revue-suisse-de-zoologie","","0.395","Q2 (Ecology, Evolution, Behavior and Systematics)","32","No","","0035-418X"
"Revue de Primatologie","Zoology","OpenEdition","Non-profit","OA diamond","Societe Francophone de Primatologie","Society/Association","France","https://journals.openedition.org/primatologie/","0","","","","No","2077-3757",""
"Ringing and Migration","Zoology","Taylor & Francis Group","For-profit associated with a society","Subscription","European Union for Bird Ringing","Society/Association","UK","https://www.tandfonline.com/toc/tram20/current","","0.182","Q4 (Animal Science and Zoology)","24","No","2159-8355","0307-8698"
"SIAM Journal on Applied Mathematics","Theory","Society for Industrial and Applied Mathematics","Non-profit","Hybrid","Society for Industrial and Applied Mathematics / Finnish Statistical Society","Society/Association","USA","https://www.siam.org/publications/journals/siam-journal-on-applied-mathematics-siap","3080","0.87","Q1 (Applied Mathematics)","119","No","1095-712X","0036-1399"
"SIAM Journal on Discrete Mathematics","Theory","Society for Industrial and Applied Mathematics","Non-profit","Hybrid","Society for Industrial and Applied Mathematics","Society/Association","USA","https://www.siam.org/publications/journals/siam-journal-on-discrete-mathematics-sidma","2259","0.972","Q1 (Mathematics)","74","No","1095-7146","0895-4801"
"Salamandra","Zoology","German Society for Herpetology and Herpetoculture","Non-profit","Subscription","German Society for Herpetology and Herpetoculture","Society/Association","Germany","https://www.salamandra-journal.com/","","0.38","Q2 (Animal Science and Zoology)","25","No","","0036-3375"
"Scandinavian Journal of Statistics","Theory","John Wiley & Sons","For-profit associated with a society","Hybrid","Danish Society for Theoretical Statistics / Finnish-Swedish Statistical Society / Norwegian Statistical Association","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14679469","1831","0.786","Q2 (Statistics and Probability; Statistics, Probability and Uncertainty)","75","No","1467-9469","0303-6898"
"Scientia Marina","Genetics","CSIC","Non-profit","OA diamond","Institut de Ciencies del Mar de Barcelona","University/Government","Spain","https://scientiamarina.revistas.csic.es/index.php/scientiamarina","0","0.383","Q3 (Aquatic Science; Oceanography)","81","No","1886-8134","0214-8358"
"Silva Balcanica","Genetics","Pensoft Publishers","For-profit associated with a society","OA diamond","Forest Research Institute ??? Bulgarian Academy of Sciences","University/Government","Bulgaria","https://silvabalcanica.pensoft.net/","0","","","","No","2815-2549","1311-8706"
"Sociobiology","Genetics","Universidade Estadual de Feira de Santana","Non-profit","OA diamond","Universidade Estadual de Feira de Santana","University/Government","Brazil","https://periodicos.uefs.br/index.php/sociobiology/about","0","0.302","Q3 (Insect Science)","45","No","2447-8067","0361-6525"
"South African Journal of Botany","Botany","Elsevier","For-profit associated with a society","Hybrid","South African Association of Botanists","Society/Association","Netherlands","https://www.journals.elsevier.com/south-african-journal-of-botany","2477","0.596","Q2 (Plant Science)","98","No","","0254-6299"
"Systematic Biology","Genetics","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Society of Systematic Biologists","Society/Association","UK","https://academic.oup.com/sysbio","909","3.343","Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)","215","No","1076-836X","1063-5157"
"Systematic Botany","Botany","American Society of Plant Taxonomists","Non-profit","Hybrid","American Society of Plant Taxonomists","Society/Association","USA","https://bioone.org/journals/systematic-botany/issues","534","0.305","Q3 (Ecology, Evolution, Behavior and Systematics; Plant Science)","87","No","1548-2324","0363-6445"
"Systematic Entomology","Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","The Royal Entomological Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13653113","1300","1.831","Q1 (Ecology, Evolution, Behavior and Systematics; Insect Science)","85","No","1365-3113","0307-6970"
"Systematic and Applied Acarology","Zoology","Systematic and Applied Acarology Society","Non-profit","Hybrid","Systematic and Applied Acarology Society","Society/Association","New Zealand","https://www.biotaxa.org/saa","509","0.52","Q2 (Ecology; Ecology, Evolution, Behavior and Systematics; Insect Science)","32","No","","1362-1971"
"Taxon","Genetics","John Wiley & Sons","For-profit associated with a society","Hybrid","International Association for Plant Taxonomy","Society/Association","USA","https://onlinelibrary.wiley.com/journal/19968175","1500","0.774","Q1 (Ecology, Evolution, Behavior and Systematics; Plant Science)","103","No","1996-8175","0040-0262"
"The Bulletin of the Ecological Society of America","Basic Ecology","John Wiley & Sons","For-profit associated with a society","Hybrid","Ecological Society of America","Society/Association","USA","https://esajournals.onlinelibrary.wiley.com/journal/23276096","0","","","","No","2327-6096","2327-6096"
"The Wilson Journal of Ornithology","Zoology","Taylor & Francis Group","For-profit associated with a society","Hybrid","Wilson Ornithological Society","Society/Association","UK","https://www.tandfonline.com/journals/uwjo20","","0.239","Q3 (Animal Science and Zoology; Ecology; Ecology, Evolution, Behavior and Systematics)","51","No","","1559-4491"
"Ticks and tick-borne diseases","Health","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/ticks-and-tick-borne-diseases","2772","1.007","Q1 (Infectious Diseases; Insect Science; Parasitology)","74","No","1877-9603","1877-959X"
"Transactions of the American Entomological Society","Zoology","The American Entomological Society","Non-profit","Subscription","The American Entomological Society","Society/Association","USA","https://bioone.org/journals/transactions-of-the-american-entomological-society","","0.197","Q4 (Ecology, Evolution, Behavior and Systematics; Insect Science)","24","No","","0002-8320"
"Transboundary and Emerging Diseases","Health","John Wiley & Sons","For-profit associated with a society","OA","Society for Tropical Veterinary Medicine","Society/Association","USA","https://onlinelibrary.wiley.com/journal/18651682","2543","0.865","Q1 (Veterinary)","100","No","1865-1682","1865-1674"
"Trends in Ecology and Evolution","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/trends-in-ecology-and-evolution","6110","4.728","Q1 (Ecology, Evolution, Behavior and Systematics)","410","No","1872-8383","0169-5347"
"Trends in Parasitology","Health","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/trends-in-parasitology","3110","1.276","Q1 (Infectious Diseases; Parasitology)","179","No","1471-5007","1471-4922"
"Treubia","Zoology","Indonesian Institute of Sciences","Non-profit","OA diamond","Auckland Museum","University/Government","Indonesia","https://ejournal.brin.go.id/treubia","0","","","","No","2337-876X","0082-6340"
"Tropical Ecology","Basic Ecology","Springer Nature","For-profit associated with a society","Hybrid","International Society for Tropical Ecology","Society/Association","Germany / UK","https://www.springer.com/journal/42965","2260","0.467","Q2 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)","51","No","2661-8982","0564-3295"
"Urban Ecosystems","Applied Ecology","Springer Nature","For-profit associated with a society","Hybrid","Society for Urban Ecology","Society/Association","Germany / UK","https://link.springer.com/journal/11252","2909","0.873","Q1 (Ecology; Urban Studies)","93","No","1573-1642","1083-8155"
"Vector-borne and zoonotic diseases","Health","Sage Publishing (Mary Ann Liebert)","For-profit associated with a society","Hybrid","Society for Zoonotic Ecology and Epidemiology","Society/Association","USA","https://journals.sagepub.com/home/VBZ","2030","0.626","Q2 (Infectious Diseases; Virology)","94","No","1530-3667",""
"Vegetation Classification and Survey","Plants","Pensoft Publishers","For-profit associated with a society","OA","International Association for Vegetation Science","Society/Association","Bulgaria","https://vcs.pensoft.net/","1928","0.916","Q1 (Agricultural and Biological Sciences; Ecology, Evolution, Behavior and Systematics; Plant Science)","13","No","2683-0671",""
"Vie et Milieu","Applied Ecology","Arago - Sorbonne Universite Region Languedoc Roussillon","Non-profit","Subscription","Observatoire oceanologique / Laboratoire Arago","University/Government","France","https://wwwphp.obs-banyuls.fr/Viemilieu/","","0.205","Q4 (Aquatic Science; Ecology)","38","No","2402-6689","0240-8759"
"Virologie","Microbiology","John Libbey Eurotext","For-profit associated with a society","Hybrid","Societe Francaise de Virologie","Society/Association","France","https://www.jle.com/fr/revues/vir/revue.phtml","333","0.17","Q4 (Infectious Diseases; Virology)","13","No","1950-6961","1267-8694"
"Waterbirds","Zoology","The Waterbird Society","Non-profit","Subscription","The Waterbird Society","Society/Association","USA","https://waterbirds.org/journal/","","0.289","Q3 (Animal Science and Zoology)","55","No","","1524-4695"
"Web Ecology","Applied Ecology","Copernicus Publications","Non-profit","OA diamond","European Ecological Federation","Society/Association","Germany","https://www.web-ecology.net/","0","0.768","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics)","26","No","1399-1183","2193-3081"
"Weed Research","Applied Ecology","John Wiley & Sons","For-profit associated with a society","Hybrid","European Weed Research Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13653180","3785","0.629","Q1 (Agronomy and Crop Science)","92","No","1365-3180","0043-1737"
"Wetland Science and Practice","Applied Ecology","The Society of Wetland Scientists","Non-profit","Subscription","The Society of Wetland Scientists","Society/Association","USA","https://complete.bioone.org/journals/wetland-science-and-practice/","","","","","No","","0732-9393"
"Wetlands","Applied Ecology","Springer Nature","For-profit associated with a society","Hybrid","Society of Wetland Scientists","Society/Association","Germany / UK","https://www.springer.com/journal/13157/","2341","0.721","Q2 (Ecology; Environmental Chemistry; Environmental Science)","108","No","1943-6246","0277-5212"
"Wildlife Biology","Genetics","John Wiley & Sons","For-profit associated with a society","OA","Nordic Society Oikos","Society/Association","UK","https://onlinelibrary.wiley.com/journal/1903220x","2002","0.654","Q2 (Ecology, Evolution, Behavior and Systematics; Management, Monitoring, Policy and Law; Nature and Landscape Conservation)","69","No","1903-220X","1903-220X"
"Wildlife Research","Genetics","CSIRO Publishing","Non-profit","Hybrid","Commonwealth Scientific and Industrial Research Organisation","University/Government","Australia","https://www.publish.csiro.au/wr/AbouttheJournal","","0.621","Q2 (Ecology, Evolution, Behavior and Systematics; Management, Monitoring, Policy and Law)","86","No","1448-5494","1035-3712"
"Wildlife Society Bulletin","Genetics","John Wiley & Sons","For-profit associated with a society","Hybrid","The Wildlife Society","Society/Association","USA","https://wildlife.onlinelibrary.wiley.com/journal/23285540?tabActivePane=undefined","2496","0.528","Q2 (Nature and Landscape Conservation)","95","No","2328-5540","0091-7648"
"Zoologia","Zoology","Sociedade Brasileira de Zoologia","Non-profit","OA","Sociedade Brasileira de Zoologia","Society/Association","Brazil","https://www.sbzoologia.org.br/revista-zoologia.php","","0.407","Q2 (Animal Science and Zoology)","46","No","1984-4689","1984-4670"
"Zoologica Scripta","Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","Norwegian Academy of Science and Letters / Royal Swedish Academy of Sciences","University/Government","USA","https://onlinelibrary.wiley.com/journal/14636409","2500","0.774","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","78","No","1463-6409","0300-3256"
"Zoological Journal of the Linnean Society","Genetics","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Linnean Society","Society/Association","UK","https://academic.oup.com/zoolinnean","2553","0.991","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","104","No","1096-3642","0024-4082"
"Zoological Research","Zoology","Science Press Ltd","Non-profit","OA","Kunming Institute of Zoology / Chinese Academy of Sciences / China Zoological Society","Society/Association","China","https://www.zoores.ac.cn/","1423","1.383","Q1 (Animal Science and Zoology; Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)","43","No","","2095-8137"
"Zoological Science","Zoology","Zoological Society of Japan","Non-profit","Hybrid","Zoological Society of Japan","Society/Association","Japan","https://bioone.org/journals/zoological-science","","0.367","Q2 (Animal Science and Zoology)","69","No","","0289-0003"
"Zoological Studies","Zoology","Academia Sinica Taiwan","Non-profit","OA diamond","Biodiversity Research Center Academia Sinica Taiwan","University/Government","Taiwan","https://zoolstud.sinica.edu.tw/","0","0.509","Q2 (Animal Science and Zoology)","53","No","1810-522X","1021-5506"
"Zoosystema","Genetics","Muséum national d'Histoire naturelle (MNHN)","Non-profit","OA diamond","Museum National d'Histoire Naturelle","University/Government","France","https://sciencepress.mnhn.fr/fr/periodiques/zoosystema","0","0.569","Q1 (Animal Science and Zoology)","33","No","1638-9387","1280-9551"
